member_id,landing_page_type,os,pref_id,occupation_id,age,mail_domain_type
2976124,search_other,,1,181,28,gmail
2976358,search_hello,,17,221,32,docomo
2976680,detail,smartphone,33,14,45,yahoo
2976892,detail,windows,11,12,36,gmail
2976943,search_hello,smartphone,35,367,21,other
2977023,search_hello,smartphone,4,1,40,docomo
2977203,search_hello,windows,34,224,47,gmail
2977270,login,,10,227,21,icloud
2977483,,,4,355,18,icloud
2977568,search_hello,smartphone,3,40,26,other
2977949,search_hello,smartphone,11,14,26,gmail
2978080,jobshil_post,smartphone,47,14,23,icloud
2978303,jobshil_post,smartphone,40,95,32,other
2978374,search_hello,smartphone,4,15,22,docomo
2978905,search_hello,,8,226,21,icloud
2979087,search_other,,43,2,24,softbank
2979183,,smartphone,1,369,43,other
2979230,search_hello,smartphone,14,35,36,gmail
2979481,search_hello,smartphone,11,40,37,icloud
2979557,jobshil_post,smartphone,41,8,36,gmail
2979604,search_hello,smartphone,22,17,40,ezweb
2980269,search_hello,smartphone,47,40,18,icloud
2980378,,,6,198,25,gmail
2980460,jobshil_post,smartphone,11,14,24,other
2980715,login,smartphone,10,27,18,ezweb
2980914,search_hello,smartphone,9,36,25,ezweb
2981249,detail,windows,13,5,59,ezweb
2981323,search_hello,smartphone,13,41,27,gmail
2981857,top,smartphone,16,227,20,other
2982239,search_hello,smartphone,16,367,24,gmail
2982642,detail_hello,smartphone,12,236,25,other
2982791,search_hello,smartphone,38,368,47,ezweb
2982922,detail_hello,smartphone,13,343,21,other
2983620,search_hello,smartphone,10,152,25,softbank
2985266,jobshil_other,,13,2,38,gmail
2986891,search_hello,smartphone,10,226,20,ezweb
2987119,search_hello,,30,346,43,other
2987169,detail,smartphone,1,15,28,other
2988908,search_hello,smartphone,15,26,23,ezweb
2990283,search_hello,smartphone,9,224,23,gmail
2990834,detail,smartphone,47,14,31,gmail
2991376,detail,windows,13,255,27,yahoo
2991707,search_hello,smartphone,16,14,21,gmail
2991831,detail,,1,45,48,other
2992146,detail,smartphone,47,5,49,gmail
2993066,top,smartphone,32,179,17,gmail
2994739,search_hello,smartphone,8,367,43,docomo
2994808,detail,,8,367,42,ezweb
2995112,detail,,22,14,28,ezweb
2995616,search_hello,,20,296,26,docomo
2995635,search_custom,smartphone,13,14,52,ezweb
2997270,search_multi,smartphone,23,18,20,gmail
2998336,jobshil_post,,15,1,28,gmail
2999686,search_hello,,44,152,24,other
2999696,jobshil_post,smartphone,47,367,30,gmail
2999906,jobshil_post,smartphone,13,366,31,gmail
2993367,search_multi,smartphone,37,35,21,icloud
2993458,search_hello,,44,170,25,docomo
2993584,search_hello,smartphone,7,64,46,other
2994125,search_hello,windows,14,14,48,other
2994285,jobshil_post,smartphone,1,4,22,softbank
2994315,detail,smartphone,10,2,25,icloud
2994481,search_other,smartphone,47,336,19,gmail
2994651,detail,smartphone,14,223,22,gmail
2994858,detail,smartphone,8,15,23,softbank
2995805,detail,iPad,47,14,25,other
2995951,detail,smartphone,41,35,50,softbank
2996736,detail,smartphone,11,367,21,other
2996922,detail,windows,8,113,30,yahoo
2998706,search_custom,,35,5,25,other
2998737,detail,,45,15,21,docomo
2999088,search_multi,,13,139,51,gmail
2999256,search_hello,,22,380,29,gmail
2999947,detail,smartphone,24,14,31,gmail
2999949,jobshil_post,smartphone,27,20,31,gmail
3000053,hello,smartphone,37,275,22,gmail
3000379,search_city,smartphone,13,170,20,gmail
3000521,jobshil_post,smartphone,23,35,23,ezweb
3000542,detail,smartphone,11,15,36,yahoo
3001240,detail,smartphone,12,343,45,gmail
2965088,jobshil_post,smartphone,13,14,24,ezweb
2965113,search_hello,smartphone,27,112,34,other
2965216,search_hello,smartphone,47,8,17,icloud
2965419,detail,,33,14,25,ezweb
2965506,detail,,28,382,27,gmail
2965744,search_hello,smartphone,15,223,27,gmail
2965850,detail,smartphone,4,40,31,docomo
2965918,detail_hello,smartphone,4,2,24,icloud
2966019,detail_hello,smartphone,4,14,21,ezweb
2966072,jobshil_post,smartphone,11,18,23,other
2966464,search_hello,smartphone,4,337,24,docomo
2966550,jobshil_post,smartphone,1,14,22,ezweb
2966925,search_other,smartphone,27,15,19,softbank
2967489,search_hello,windows,27,9,24,gmail
2967506,detail,windows,47,21,30,other
2967790,search_city,smartphone,26,14,33,yahoo
2968150,search_hello,smartphone,19,1,25,other
2968914,search_hello,smartphone,27,41,28,gmail
2969289,search_hello,smartphone,1,296,22,icloud
2969342,search_hello,smartphone,1,343,20,other
2969377,jobshil_post,smartphone,45,28,22,ezweb
2969510,detail,smartphone,29,341,47,gmail
2969542,search_hello,smartphone,13,14,50,docomo
2969567,detail,smartphone,27,14,25,icloud
2969569,search_hello,smartphone,15,30,26,yahoo
2969664,search_hello,smartphone,27,226,40,gmail
2970148,jobshil_post,smartphone,17,227,26,other
2970374,detail,smartphone,33,5,19,other
2971510,search_hello,smartphone,47,82,22,gmail
2971512,search_hello,,9,95,21,icloud
2971566,search_hello,,19,181,21,gmail
2971712,top,smartphone,35,1,22,icloud
2971765,search_hello,smartphone,40,95,22,softbank
2972679,search_other,smartphone,26,367,30,other
2972887,detail,smartphone,29,14,38,other
2972965,detail,smartphone,3,187,24,docomo
2973129,search_hello,smartphone,13,14,25,ezweb
2973154,search_hello,smartphone,1,343,21,gmail
2973250,search_hello,smartphone,13,14,46,gmail
2973261,detail_hello,smartphone,1,278,18,softbank
2973803,search_hello,windows,27,159,25,yahoo
2974691,detail,,17,233,45,other
2975273,search_hello,smartphone,13,14,26,softbank
2975496,search_hello,,27,13,38,softbank
2975534,login,,9,110,49,softbank
2975597,search_hello,,33,345,20,docomo
2975876,search_multi,,27,176,21,icloud
2975927,top,smartphone,28,192,20,softbank
2975928,search_hello,,14,40,21,softbank
2976058,detail,smartphone,47,4,25,icloud
2976196,detail,smartphone,11,14,42,gmail
2976381,jobshil_post,windows,11,238,43,gmail
2976434,detail_hello,smartphone,33,49,27,ezweb
2976534,detail,,17,14,28,gmail
2977054,detail,,1,14,34,gmail
2977333,login,smartphone,11,1,22,docomo
2977338,top,smartphone,44,153,26,yahoo
2977430,search_other,smartphone,27,343,43,gmail
2977516,detail,,13,14,49,ezweb
2977538,search_multi,smartphone,37,35,22,docomo
2977652,detail_hello,,34,14,28,docomo
2977741,search_hello,smartphone,23,217,21,gmail
2977744,search_hello,,32,382,27,icloud
2977974,search_hello,smartphone,13,179,21,icloud
2978562,search_hello,smartphone,33,14,20,icloud
2978748,search_hello,smartphone,43,96,20,icloud
2978916,search_other,windows,14,296,48,other
2979060,search_hello,,23,14,24,ezweb
2979244,detail,Mac OSX,6,213,38,other
2979368,search_other,smartphone,27,233,24,ezweb
2979534,search_hello,smartphone,21,301,19,icloud
2979829,jobshil_post,,1,15,21,ezweb
2980441,jobshil_post,smartphone,23,99,25,gmail
2981240,detail,smartphone,29,334,52,docomo
2981655,search_hello,smartphone,24,46,29,yahoo
2981822,search_hello,,25,93,20,other
2983470,search_other,smartphone,21,112,25,softbank
2983563,detail,smartphone,23,222,44,other
2984066,search_hello,smartphone,17,35,29,ezweb
2984300,search_other,smartphone,30,145,20,icloud
2984477,search_hello,windows,33,226,53,yahoo
2985247,search_hello,,22,289,29,other
2985721,search_hello,smartphone,1,1,19,ezweb
2986499,detail_hello,smartphone,45,21,21,other
2986796,search_other,windows,13,20,39,other
2987128,search_hello,smartphone,13,324,26,gmail
2987669,jobshil_post,smartphone,25,14,19,other
2988227,search_hello,smartphone,6,368,20,other
2988230,jobshil_post,smartphone,12,223,23,icloud
2990223,detail,smartphone,1,14,21,icloud
2990288,search_hello,smartphone,38,14,19,other
2990669,jobshilbiz_post,smartphone,1,4,21,ezweb
2990741,detail,smartphone,1,14,29,ezweb
2991374,search_hello,windows,12,226,65,yahoo
2991580,search_hello,windows,13,31,52,gmail
2991954,jobshil_top,smartphone,22,222,54,gmail
2992428,detail,smartphone,37,226,23,softbank
2992452,top,smartphone,23,179,29,icloud
2992479,search_hello,,15,48,21,icloud
2992633,search_hello,,14,2,56,other
2993715,search_hello,,28,222,49,docomo
2993758,jobshil_post,smartphone,13,227,30,other
2995379,search_hello,windows,14,224,48,gmail
2997156,jobshil_post,smartphone,15,356,20,gmail
2997583,search_hello,smartphone,7,367,24,gmail
2998536,search_hello,,33,241,39,docomo
2999011,detail,smartphone,14,40,43,other
2999848,detail_hello,windows,33,24,26,gmail
3000168,jobshil_post,smartphone,14,1,24,yahoo
3000707,jobshil_post,,20,82,26,gmail
2964974,search_hello,smartphone,22,2,47,icloud
2964995,search_other,,24,14,30,yahoo
2965087,jobshil_post,smartphone,13,342,49,ezweb
2965155,detail,smartphone,24,14,37,other
2965220,search_other,smartphone,27,2,31,other
2965257,search_hello,smartphone,13,14,18,gmail
2965284,search_other,smartphone,12,14,22,yahoo
2965359,search_hello,,21,226,23,yahoo
2965433,detail,smartphone,5,14,28,gmail
2965452,detail,smartphone,13,367,24,ezweb
2965530,detail,smartphone,12,4,18,ezweb
2965594,search_hello,smartphone,23,224,20,icloud
2965621,detail,smartphone,12,368,23,gmail
2965972,detail,smartphone,34,14,21,icloud
2966047,search_hello,Mac OSX,13,152,19,other
2966084,search_hello,smartphone,20,95,19,gmail
2966257,jobshil_post,smartphone,16,14,25,softbank
2966316,search_hello,smartphone,43,112,43,yahoo
2966619,search_hello,,15,324,31,docomo
2966623,detail,smartphone,11,4,49,softbank
2966748,jobshil_post,smartphone,47,35,18,other
2966926,detail_hello,smartphone,27,236,23,gmail
2967323,search_hello,smartphone,47,217,20,icloud
2967565,detail_hello,,20,49,25,gmail
2967566,search_hello,windows,24,17,29,softbank
2967655,search_hello,windows,14,367,20,gmail
2967684,detail,,15,367,41,other
2967705,search_hello,smartphone,26,183,30,docomo
2967805,jobshil_post,smartphone,47,112,28,other
2967858,search_other,smartphone,47,15,31,ezweb
2967861,search_hello,smartphone,27,266,32,gmail
2967866,search_hello,smartphone,34,191,21,docomo
2967961,jobshil_post,smartphone,32,14,27,ezweb
2968062,search_hello,,40,3,20,gmail
2968350,detail_hello,smartphone,14,227,19,gmail
2968364,jobshil_post,smartphone,12,15,21,ezweb
2968397,search_hello,,5,222,25,icloud
2968541,detail,,34,1,24,icloud
2968787,search_hello,smartphone,27,146,20,icloud
2968995,search_hello,smartphone,47,226,47,icloud
2969018,jobshil_post,,10,248,31,gmail
2969068,detail,smartphone,1,14,20,gmail
2969205,search_other,smartphone,1,152,26,other
2969292,detail,,23,224,24,ezweb
2969505,search_hello,smartphone,41,21,28,docomo
2969820,jobshil_post,smartphone,36,15,23,softbank
2969887,search_hello,smartphone,13,4,41,yahoo
2970365,jobshil_post,smartphone,38,14,34,docomo
2970378,search_hello,smartphone,8,338,31,gmail
2970795,search_hello,,6,14,24,docomo
2970828,search_hello,smartphone,15,233,22,other
2970850,search_hello,smartphone,27,14,20,other
2970901,search_hello,smartphone,44,224,36,other
2970914,detail,,16,14,25,other
2971055,search_hello,smartphone,40,35,18,icloud
2971403,detail,,21,15,21,icloud
2971606,detail,smartphone,23,17,23,softbank
2971691,search_hello,smartphone,28,12,22,gmail
2971919,search_hello,smartphone,23,3,53,icloud
2972059,search_hello,smartphone,38,40,22,gmail
2972519,detail,smartphone,43,3,24,gmail
2972534,detail,smartphone,47,339,24,gmail
2972616,search_hello,smartphone,28,343,22,icloud
2972756,search_hello,smartphone,6,368,44,other
2973027,search_hello,smartphone,27,14,30,ezweb
2973218,top,,13,35,22,other
2973262,search_hello,smartphone,16,96,32,ezweb
2973648,search_hello,smartphone,14,14,27,ezweb
2973857,search_hello,smartphone,44,228,22,other
2974009,search_hello,smartphone,43,14,24,gmail
2974159,detail,,11,359,20,ezweb
2974516,search_hello,,38,24,23,other
2974521,search_hello,,27,364,23,docomo
2974990,detail,,26,239,27,docomo
2975125,search_hello,,43,343,32,ezweb
2975406,search_hello,smartphone,33,35,19,ezweb
2975456,search_hello,smartphone,13,155,23,icloud
2976028,search_hello,,29,99,21,docomo
2976040,search_hello,,15,351,32,yahoo
2976041,search_other,smartphone,1,93,20,softbank
2976378,search_hello,smartphone,9,368,26,icloud
2976512,search_hello,smartphone,38,14,23,gmail
2976635,search_hello,,21,9,25,softbank
2976986,search_hello,,27,336,26,softbank
2977210,other,,1,96,31,other
2977486,search_hello,,28,1,22,docomo
2977600,search_custom,smartphone,27,1,39,softbank
2977622,detail,,4,367,38,ezweb
2977672,jobshil_post,,11,40,36,gmail
2977703,search_hello,smartphone,14,357,19,yahoo
2977778,search_hello,smartphone,13,17,46,other
2977818,search_hello,smartphone,10,278,19,other
2978020,search_hello,smartphone,12,35,23,other
2978211,search_hello,smartphone,27,172,29,other
2978259,search_hello,smartphone,40,224,26,softbank
2978517,search_other,windows,22,195,23,gmail
2978993,detail,smartphone,11,238,43,other
2979193,search_hello,smartphone,27,36,48,ezweb
2979249,detail_hello,smartphone,25,14,26,softbank
2979269,search_hello,smartphone,33,342,45,icloud
2979360,detail,smartphone,4,35,23,icloud
2979762,search_hello,smartphone,27,7,26,icloud
2979883,search_hello,,14,2,21,icloud
2980709,jobshil_post,Mac OSX,40,334,38,gmail
2980871,jobshil_post,smartphone,1,96,43,softbank
2981130,search_hello,smartphone,19,300,22,docomo
2981312,detail,smartphone,14,14,28,other
2981435,search_hello,smartphone,9,14,22,docomo
2981528,search_hello,smartphone,7,8,21,docomo
2981597,detail,windows,13,4,30,other
2981842,jobshil_post,smartphone,12,343,20,softbank
2981983,search_hello,smartphone,7,1,18,icloud
2982158,search_hello,,23,26,35,gmail
2982467,search_hello,,23,14,24,docomo
2982784,jobshil_post,smartphone,34,10,47,icloud
2982826,search_hello,,11,204,21,other
2982987,search_hello,windows,47,152,27,gmail
2983030,search_age,smartphone,12,1,37,gmail
2964912,detail,smartphone,26,14,41,gmail
2965294,detail_hello,smartphone,23,40,44,ezweb
2965340,search_other,smartphone,35,367,28,icloud
2965413,search_hello,smartphone,23,289,18,icloud
2965489,search_hello,smartphone,27,367,32,yahoo
2965856,search_hello,smartphone,13,18,46,docomo
2965884,search_hello,,27,14,28,ezweb
2965915,search_hello,smartphone,43,5,24,softbank
2966018,search_hello,,23,224,34,docomo
2966287,search_hello,smartphone,13,14,24,other
2966355,search_hello,smartphone,11,329,24,other
2966381,jobshil_post,smartphone,28,35,23,icloud
2966452,detail,smartphone,15,334,25,docomo
2966607,search_hello,smartphone,27,325,23,yahoo
2966895,detail,,28,227,42,other
2966897,search_hello,smartphone,20,2,27,docomo
2967146,search_hello,smartphone,13,2,23,ezweb
2967264,search_hello,smartphone,14,46,24,ezweb
2967324,search_hello,smartphone,19,224,22,icloud
2967795,search_hello,smartphone,5,40,24,docomo
2967816,search_hello,smartphone,43,245,22,icloud
2967850,detail,smartphone,23,15,23,ezweb
2967964,detail_hello,smartphone,28,317,21,icloud
2968327,search_hello,smartphone,13,14,29,gmail
2968808,detail_hello,smartphone,15,17,22,gmail
2968833,detail_hello,smartphone,8,226,51,ezweb
2968924,search_hello,smartphone,27,35,19,gmail
2969137,top,,10,223,29,docomo
2969212,search_hello,smartphone,8,227,24,gmail
2969320,search_hello,,18,14,18,other
2969452,search_hello,,41,14,53,docomo
2969482,jobshil_post,,21,14,22,other
2969671,search_other,,46,82,21,docomo
2970081,detail,smartphone,26,336,34,gmail
2970155,jobshil_post,smartphone,14,345,23,gmail
2970415,search_hello,smartphone,12,4,26,gmail
2970461,search_hello,smartphone,3,14,25,softbank
2970475,detail_hello,smartphone,7,290,20,icloud
2970579,search_other,,42,247,43,gmail
2970766,search_hello,,12,382,48,other
2971045,search_hello,smartphone,1,214,22,other
2971085,detail,windows,28,152,26,yahoo
2971163,detail_hello,smartphone,25,1,24,icloud
2971318,search_hello,,27,198,27,other
2971324,search_hello,smartphone,17,152,24,docomo
2971343,detail,smartphone,9,46,30,docomo
2971657,search_hello,smartphone,12,1,21,other
2972718,detail,smartphone,47,343,54,other
2973287,detail_hello,windows,12,152,29,other
2973636,search_hello,smartphone,11,226,24,softbank
2973802,search_hello,smartphone,19,338,23,ezweb
2973903,detail,smartphone,27,346,44,softbank
2973945,search_hello,smartphone,13,145,25,icloud
2974026,jobshil_post,smartphone,8,4,24,ezweb
2974048,search_hello,smartphone,14,27,65,other
2974144,search_hello,smartphone,10,14,35,other
2974155,search_hello,,27,14,31,ezweb
2974559,jobshil_post,,7,226,21,other
2974961,search_hello,,6,5,26,yahoo
2975095,search_hello,,38,35,20,icloud
2975124,search_other,,10,226,23,icloud
2975285,search_hello,smartphone,13,329,36,softbank
2975525,search_hello,smartphone,10,382,23,softbank
2975584,detail,,28,290,24,other
2975623,search_hello,smartphone,10,2,23,icloud
2975676,top,smartphone,47,18,23,gmail
2975688,detail,smartphone,13,21,31,softbank
2976060,jobshil_post,smartphone,41,40,23,softbank
2976064,search_hello,,8,14,24,yahoo
2976101,search_hello,smartphone,7,343,23,icloud
2976362,search_other,smartphone,22,14,28,other
2976572,search_hello,smartphone,1,14,33,gmail
2976816,search_hello,smartphone,17,170,29,icloud
2976920,search_hello,smartphone,38,365,22,softbank
2976944,detail_hello,smartphone,40,368,24,gmail
2977094,,windows,12,338,56,other
2977138,search_other,smartphone,21,227,21,docomo
2977252,jobshil_post,smartphone,26,366,54,icloud
2977638,detail_hello,smartphone,13,191,24,ezweb
2978196,search_hello,smartphone,21,367,37,gmail
2978200,search_other,smartphone,15,14,22,gmail
2978353,search_hello,smartphone,20,367,26,softbank
2978372,login,,13,14,30,other
2978782,detail,smartphone,15,225,38,docomo
2979436,detail,smartphone,13,210,35,ezweb
2979832,search_hello,smartphone,12,40,51,yahoo
2980190,jobshil_post,,14,14,24,docomo
2980243,detail_hello,smartphone,34,14,30,other
2980473,detail,smartphone,9,324,24,icloud
2980560,search_hello,smartphone,3,346,41,docomo
2980592,detail,smartphone,11,217,27,other
2980696,search_hello,smartphone,14,1,20,icloud
2980882,search_other,smartphone,13,14,24,other
2981037,search_hello,smartphone,13,290,36,ezweb
2981289,search_hello,,43,367,33,gmail
2982891,search_company,windows,35,4,37,yahoo
2983915,search_hello,smartphone,11,297,47,ezweb
2984227,search_hello,smartphone,14,15,31,softbank
2984679,detail_hello,smartphone,28,21,49,yahoo
2984752,search_hello,,13,325,47,icloud
2984878,search_hello,smartphone,45,151,45,gmail
2984927,search_other,smartphone,24,15,28,softbank
2985537,search_hello,smartphone,14,46,24,softbank
2985797,search_hello,smartphone,19,350,41,ezweb
2986930,jobshil_post,smartphone,23,290,22,softbank
2987672,detail,smartphone,8,227,20,docomo
2988487,search_hello,smartphone,13,14,25,gmail
2988537,search_hello,smartphone,11,7,40,gmail
2988819,jobshil_post,smartphone,25,367,25,gmail
2989645,jobshil_post,smartphone,33,343,31,softbank
2989749,search_hello,smartphone,45,226,22,gmail
2990903,search_other,smartphone,27,179,19,gmail
2992782,search_user,smartphone,28,21,22,other
2993126,detail,smartphone,13,143,24,other
2993562,search_city,smartphone,12,338,50,docomo
2994478,search_custom,,14,227,22,icloud
2965029,detail,windows,1,28,46,other
2965247,login,smartphone,44,14,31,docomo
2965295,detail,smartphone,37,14,20,icloud
2965482,login,smartphone,25,48,19,gmail
2965542,detail_hello,smartphone,27,343,22,icloud
2965694,search_hello,smartphone,27,2,20,docomo
2965814,search_hello,smartphone,27,31,24,gmail
2966069,search_hello,smartphone,15,3,24,docomo
2966261,search_hello,smartphone,13,195,26,gmail
2966386,jobshil_post,,28,329,27,icloud
2966582,jobshil_post,,14,1,38,yahoo
2966611,search_hello,,12,45,20,other
2966624,search_hello,,19,40,30,ezweb
2966829,detail,smartphone,4,139,47,ezweb
2966836,login,smartphone,14,227,26,gmail
2966851,detail,,5,2,20,gmail
2967205,detail,smartphone,47,14,41,other
2967217,detail,smartphone,27,230,24,icloud
2967221,search_hello,,47,139,52,gmail
2967328,search_hello,smartphone,13,343,24,gmail
2967403,jobshil_post,smartphone,27,15,22,gmail
2967826,search_hello,,13,21,27,other
2968022,search_hello,smartphone,14,14,19,gmail
2968151,detail,smartphone,16,40,43,gmail
2968331,detail,smartphone,33,14,26,docomo
2968332,search_hello,,27,14,28,yahoo
2968426,search_hello,,13,238,47,other
2968429,detail,,19,14,23,gmail
2968985,search_hello,,43,30,24,yahoo
2969367,search_hello,smartphone,13,153,28,gmail
2969406,search_hello,smartphone,11,8,47,other
2969668,detail,smartphone,13,20,55,gmail
2969745,detail,smartphone,27,64,24,gmail
2969746,search_hello,smartphone,13,14,39,docomo
2969917,search_hello,smartphone,23,361,23,other
2970114,detail,smartphone,23,152,45,gmail
2970416,search_hello,,37,14,26,docomo
2970661,detail_hello,smartphone,13,2,25,softbank
2971420,detail,smartphone,33,99,23,docomo
2971433,detail,,13,156,44,other
2971739,search_custom,smartphone,16,361,20,icloud
2972390,search_hello,smartphone,6,14,29,docomo
2972478,search_hello,smartphone,19,36,23,icloud
2972691,search_company,,34,63,36,ezweb
2973007,detail_hello,,6,113,39,gmail
2973935,search_hello,smartphone,29,46,24,icloud
2974216,search_hello,smartphone,34,15,43,other
2974386,search_hello,smartphone,45,338,27,yahoo
2974423,detail_hello,smartphone,22,14,34,other
2974452,search_hello,Mac OSX,33,367,21,gmail
2974525,search_hello,smartphone,27,335,55,yahoo
2975138,search_hello,smartphone,11,1,22,other
2975415,detail,smartphone,12,338,25,icloud
2975446,search_hello,Mac OSX,26,152,38,gmail
2975494,search_hello,smartphone,13,40,43,gmail
2975624,search_hello,smartphone,19,2,29,yahoo
2975629,detail_hello,smartphone,13,35,22,icloud
2975663,search_hello,smartphone,47,222,51,gmail
2976168,search_hello,smartphone,13,382,49,ezweb
2976318,jobshil_post,smartphone,27,1,32,gmail
2976488,search_hello,,40,15,22,icloud
2976772,search_company,,12,14,49,softbank
2976864,jobshil_post,smartphone,41,151,23,icloud
2976939,search_hello,windows,13,14,31,yahoo
2976988,search_hello,,21,5,34,icloud
2977002,search_age,smartphone,29,29,25,yahoo
2977528,detail,windows,9,187,25,other
2977577,search_hello,smartphone,27,232,24,gmail
2977606,search_hello,smartphone,44,1,22,docomo
2977631,jobshil_post,windows,13,64,43,other
2977856,search_hello,smartphone,4,82,22,other
2978310,search_hello,smartphone,3,219,22,other
2978535,search_hello,smartphone,41,96,19,gmail
2978574,detail,windows,10,218,34,gmail
2978650,search_hello,windows,40,4,27,gmail
2978812,detail,smartphone,1,14,24,other
2978821,search_hello,smartphone,13,170,24,ezweb
2978894,search_hello,smartphone,34,14,21,icloud
2979069,top,smartphone,3,329,24,icloud
2979086,search_hello,smartphone,12,14,35,gmail
2979208,jobshil_post,Mac OSX,13,175,21,gmail
2979550,search_hello,smartphone,19,29,34,icloud
2979742,search_hello,smartphone,1,14,23,gmail
2979862,detail,,1,40,32,ezweb
2979869,login,smartphone,22,14,20,icloud
2980239,search_hello,smartphone,19,20,38,softbank
2980673,search_hello,smartphone,1,343,24,docomo
2980692,search_other,smartphone,34,15,20,icloud
2980970,search_hello,smartphone,16,227,23,gmail
2981124,search_hello,smartphone,12,40,20,gmail
2981310,search_hello,smartphone,26,5,49,ezweb
2981488,search_other,windows,14,35,33,icloud
2981817,top,smartphone,40,15,23,gmail
2982026,jobshil_post,smartphone,23,14,20,icloud
2982109,search_hello,smartphone,21,224,20,icloud
2982671,jobshil_post,,23,14,24,gmail
2983584,search_hello,,23,21,19,other
2983977,jobshil_post,smartphone,6,14,39,other
2985464,search_hello,smartphone,11,15,21,gmail
2985593,detail,smartphone,25,170,21,gmail
2985838,jobshil_post,smartphone,41,224,20,icloud
2986587,search_hello,smartphone,34,142,24,docomo
2988068,search_pref,smartphone,34,15,24,gmail
2988556,search_hello,smartphone,1,359,20,softbank
2988811,search_hello,,14,226,50,other
2988838,search_hello,windows,11,235,38,gmail
2988904,detail_hello,smartphone,14,5,25,ezweb
2988929,search_hello,smartphone,11,14,18,icloud
2989025,jobshil_post,smartphone,8,63,35,ezweb
2989365,detail,smartphone,23,35,23,ezweb
2989685,search_hello,smartphone,16,369,37,icloud
2989820,search_hello,smartphone,24,1,19,softbank
2990841,search_hello,smartphone,7,40,25,ezweb
2991061,detail,,7,93,24,icloud
2991135,search_hello,smartphone,8,4,35,yahoo
2991177,search_hello,smartphone,15,96,22,icloud
2991601,jobshil_post,smartphone,1,291,32,ezweb
3000323,search_hello,,28,14,20,softbank
3001000,search_hello,,40,225,23,docomo
3001049,detail,smartphone,4,35,18,icloud
3001072,entry,,27,139,23,gmail
2991935,search_hello,smartphone,47,20,26,softbank
2992839,search_other,windows,14,14,40,other
2993409,search_hello,smartphone,12,40,20,other
2993821,detail_hello,smartphone,44,14,24,gmail
2993901,search_other,smartphone,23,191,42,gmail
2994032,detail,smartphone,13,14,21,softbank
2995494,detail,smartphone,42,151,48,gmail
2995932,jobshil_post,smartphone,13,41,46,ezweb
2996927,,,43,224,29,other
2997815,detail,,37,13,29,gmail
2998146,jobshil_post,iPad,13,343,49,gmail
2998918,jobshil_post,,47,368,46,ezweb
2999047,detail,smartphone,28,367,39,gmail
2999565,detail,smartphone,11,1,20,icloud
2999813,jobshil_post,smartphone,40,146,22,yahoo
2999942,jobshil_post,smartphone,1,3,19,gmail
3000052,jobshil_post,smartphone,32,12,37,docomo
2964976,detail,Mac OSX,9,327,36,gmail
2965095,detail,smartphone,13,291,42,other
2965105,search_hello,smartphone,34,152,34,icloud
2965178,search_hello,smartphone,13,299,19,gmail
2965437,detail,,11,343,22,yahoo
2965704,search_hello,smartphone,43,40,27,softbank
2965728,search_hello,smartphone,23,14,53,docomo
2965845,jobshil_post,,40,170,34,docomo
2965941,search_hello,,23,2,23,docomo
2966146,detail,smartphone,1,14,20,ezweb
2966154,search_hello,smartphone,,,22,icloud
2966328,search_hello,smartphone,7,96,21,other
2966337,detail,smartphone,11,326,24,ezweb
2966416,search_hello,smartphone,10,35,19,docomo
2966513,top,smartphone,10,329,20,docomo
2966568,detail,windows,6,15,21,gmail
2966899,search_hello,,29,14,26,docomo
2966941,detail,,47,2,24,icloud
2967277,detail,,1,14,19,docomo
2967285,search_hello,smartphone,27,35,24,ezweb
2967463,search_hello,Mac OSX,27,14,26,gmail
2967675,search_hello,smartphone,2,35,20,gmail
2967915,jobshil_post,smartphone,13,223,35,icloud
2968145,detail,smartphone,4,40,22,other
2968352,jobshil_post,smartphone,45,40,48,other
2968386,top,smartphone,8,382,47,gmail
2968835,detail,smartphone,13,39,25,softbank
2969029,search_hello,smartphone,13,12,26,yahoo
2969199,detail,,13,283,39,other
2969545,search_hello,,13,48,64,gmail
2969625,search_company,smartphone,13,289,32,icloud
2969935,detail_hello,smartphone,13,338,29,ezweb
2970353,detail_hello,smartphone,19,46,42,yahoo
2970924,search_hello,,27,226,53,icloud
2970956,search_hello,smartphone,44,13,48,softbank
2971110,search_hello,,13,14,19,icloud
2971542,detail,smartphone,15,169,20,other
2971723,jobshil_post,,47,40,25,other
2972051,detail,smartphone,13,39,20,gmail
2972062,search_hello,smartphone,6,35,26,icloud
2972602,detail,smartphone,29,14,20,icloud
2972812,search_hello,,40,2,30,ezweb
2972813,search_hello,,14,170,21,icloud
2973041,detail,smartphone,34,14,27,softbank
2973164,search_hello,smartphone,13,18,24,gmail
2973174,jobshil_post,smartphone,27,303,21,other
2973203,jobshil_post,,33,13,34,gmail
2973244,search_hello,,28,1,26,ezweb
2974260,search_hello,smartphone,29,40,20,gmail
2974308,jobshil_post,smartphone,13,40,21,gmail
2974340,detail,windows,13,14,32,yahoo
2975042,search_hello,,16,14,22,gmail
2975120,jobshil_post,smartphone,36,40,20,docomo
2975292,search_hello,windows,25,336,40,ezweb
2975374,search_hello,smartphone,9,82,21,other
2975481,jobshilbiz_post,smartphone,11,367,36,gmail
2976036,search_multi,,28,158,23,gmail
2976167,search_hello,,38,183,25,docomo
2976307,search_hello,smartphone,47,198,28,gmail
