member_id,page_type,hit,trajectory,stay
2983078,mypage_index,1,1692,37
2983316,register,1,970,48
2980878,detail,1,4339,18
2980671,register,2,1079,40
2979878,search_user,1,4035,98
2979146,search_other,2,10499,263
2978652,detail,6,19041,1283
2978087,else,6,35646,264
2977360,search_user,5,1985,49
2977251,register,2,565,59
2977105,search_user,7,39359,271
2975968,register,1,433,36
2975703,else,2,4612,396
2973154,register,1,332,20
2973022,register,1,459,25
2970914,search_other,3,11798,3686
2970427,detail,7,28229,197
2979429,search_user,3,20368,470
2969583,search_other,3,12920,1795
2968216,mypage_scout,1,754,41
2967773,entry,5,9788,138
2967942,search_user,4,28500,561
2967450,mypage_index,2,4372,57
2967163,mypage_index,2,106,71
2965609,search_user,2,3759,159
2965224,search_user,2,19957,81
3000728,register,1,527,82
3000371,detail,3,5608,195
2998737,search_other,4,14346,2390
2997447,search_user,2,7996,63
2991472,register,1,561,9
2981726,register,1,760,26
2980040,login,2,44,167
2980205,detail,3,11255,154
2979039,mypage_consider,1,54,41
2980653,search_other,3,12747,460921
3000400,search_multi,4,20352,1906
2977380,mypage_scout,2,1344,104
2976395,entry,1,0,1
2975712,search_user,1,840,28
2973913,entry,8,6121,238
2973977,else,1,29,17
2972666,search_multi,1,46,6
2973003,register,2,1070,82
2972810,detail,7,24295,1055
2967836,mypage_index,1,993,12
2967221,search_other,2,10932,95
2966747,detail,3,5172,102
2966019,detail,3,8038,33
2965964,detail,7,39987,138
2977321,else,3,5569,57690
2996336,search_user,3,14200,205
2995996,search_multi,1,9698,6
2988711,detail,2,9616,5647
2987285,register,2,606,77
2985374,mypage_index,2,297,285
2981130,search_other,3,18925,122
2980696,search_multi,2,5280,1002
2975676,mypage_scout,2,1481,28
2976002,search_user,5,5256,83
3000168,detail,22,79543,1503
2997907,mypage_index,2,2187,71
2999265,search_user,6,53404,579
2992452,edit_resume,3,9600,454
2992696,search_user,3,21622,197
2990429,search_other,4,20755,371
2990698,detail,5,14879,4126
2988764,search_user,37,233226,2220
2988076,mypage_index,3,2851,29
2988487,search_multi,9,16380,2316
2984565,search_user,1,1320,76
2984333,detail,5,16088,302
2984211,edit_hope,1,161,14
2984180,mypage_index,2,1249,85
2983216,detail,30,150865,3882
2981528,detail,3,13271,151
2980998,detail,11,33474,477
2981133,else,5,2422,206
2980928,search_pref,1,33,124
2980836,detail,19,66386,723
2980658,search_user,4,9109,121
2978624,detail,18,100521,793
2978433,else,1,1610,18
2976411,mypage_index,1,1792,7
2974929,register,3,818,32
2973913,else,35,59370,2410
2974007,detail,12,42290,487
2973370,detail,3,17649,293
2977470,search_multi,18,79959,3072
2972649,search_user,5,31950,302
2971886,mypage_index,2,1103,108
2971499,detail,5,12000,146
2971032,detail,21,65393,1399
2971186,detail,6,21384,300
2970880,detail,7,21753,216881
2969872,detail,23,148709,1143
2970430,detail,8,16633,493
2970244,search_pref,1,87,14
2970117,detail,1,111,125
2968709,mypage_index,1,83,37
2968888,detail,33,163461,1289
2969487,register,1,534,12
2967285,mypage_index,13,4473,354
2968278,search_multi,1,9851,7
2966582,search_user,1,325,35
2965724,mypage_scout,4,8370,93
2965559,search_user,11,91550,1187
2965502,else,56,101033,68355
2965287,search_hello,1,3912,579
2999502,detail,5,25878,1223
2998121,login,1,41,1
2995876,search_city,1,3822,6
2994651,else,11,26802,2972
2993712,else,22,41565,1915
2988975,search_other,2,20848,253
2988341,search_other,2,136,1035
2987174,search_user,1,1791,31
2987595,search_hello,2,647,116
2985039,login,1,66,121
2984891,else,1,2358,1250
2984350,else,13,33226,973
2983263,search_user,17,86516,3503
2981323,search_other,8,38337,190
2979659,entry,1,2062,34
2980120,entry,2,3948,221
2980088,detail,16,41146,656
2978353,search_user,2,4974,29
2977475,detail,2,1275,134
2977326,search_city,1,10316,4
2977243,register,1,309,22
2976163,detail,20,70043,736
2975896,mypage_index,2,1867,71
2975777,search_city,4,15363,33
2975657,search_user,4,15141,330
2972965,detail,14,55270,611
2972666,detail,25,116925,777
2970607,search_user,2,5421,74
2969604,entry,13,16059,495
2969411,search_user,6,53701,182
2969472,mypage_index,2,0,83
2969246,register,1,622,22
2969232,detail,16,55165,586
2968675,detail,2,10651,108
2968122,search_other,2,1026,2
2967961,register,2,892,78
2967682,search_other,1,1288,246
2966999,register,1,527,85
2966854,entry,6,7233,246
2966114,search_user,19,114187,605
2966371,detail,24,117146,778
2966131,register,2,790,52
2965964,search_other,2,10321,214
2965880,detail,25,101102,3663
2965690,register,1,541,113
2965346,register,1,824,3
2971614,search_hello,1,0,7124
2971199,search_other,5,15503,15829
3001347,detail,3,11364,105
3000302,register,1,640,35
2999451,detail,6,8082,108
2999264,else,3,2294,70
2997482,search_user,2,6688,137
2995616,search_multi,4,18807,198
3000526,detail,4,16128,2489
2993426,else,6,6216,149
2991954,edit_hope,5,2337,1015
2991984,search_user,1,3033,53
2989255,mypage_scout,1,300,18
2986991,else,2,593,760
2995972,search_user,6,12797,205
2983757,detail,17,44286,5693
2984084,mypage_index,1,863,130
2983926,detail,2,5270,56
2983300,search_other,3,2041,4090
2982113,login,1,41,12
2980673,search_user,20,114506,1709
2980875,search_other,2,15141,31
2979912,login,5,577,58
2979754,detail,9,32917,468
2979258,search_other,2,5733,24
2978449,search_user,1,1450,122
2977073,entry,7,5902,214
2976578,mypage_scout,3,2933,53
2976518,search_other,2,276,182
2976376,register,1,0,10
2976228,search_other,2,5321,208
2974477,search_multi,1,630,72
2974325,register,1,630,44
2972886,search_user,1,2904,4
2972774,detail,7,10547,742
2971968,detail,7,8767,253
2972402,else,2,840,61
2972245,search_other,1,10369,124
2972059,detail,6,53353,58
2970256,search_other,1,538,833
2968499,detail,7,44653,664
2966860,else,5,4821,110
2967277,search_other,2,0,59
2966873,register,1,669,28
2966716,search_user,8,20501,310
2966561,detail,3,4524,307
2966509,search_user,1,0,81
2965828,register,2,368,83
2965716,search_other,2,1860,1331
2966542,else,19,20421,62902
3000487,search_other,1,9155,309
2999326,detail,5,26537,426
2994988,search_other,1,3073,34
2994259,search_user,3,13781,171
2992647,edit_hope,4,1001,166
2992284,detail,8,28237,2792
2991798,else,2,417,48
2991426,register,1,381,116
2988904,search_other,2,0,1514
2987260,search_user,6,43976,370
2983607,detail,16,215048,28055
2983637,mypage_scout,4,2551,761
2984824,search_other,1,1431,990
2982775,detail,4,23301,253
2981796,mypage_consider,1,1401,411
2982472,mypage_scout,1,2137,42
2982532,search_other,4,21628,2302
2982446,detail,2,16624,199
2982383,search_user,4,7635,297
2980826,search_city,6,21938,117
2981059,mypage_index,2,3988,43
2979429,search_multi,3,14799,1771
2979534,entry,7,362,408
2979330,search_other,2,11087,19
2979228,register,1,699,56
3000647,detail,1,3324,66
2999368,else,26,36362,5094
2997887,detail,2,11889,257
2997473,else,4,15307,998
2995381,else,1,2457,46
2994493,detail,3,27585,505
2988626,else,8,7150,2939
2985652,search_user,7,51962,822
2984705,detail,4,10521,161
2984489,detail,12,25837,756
2983907,detail,35,83600,1247
2983704,search_user,18,134222,768
2983601,search_other,1,9247,423
2983133,detail,9,26055,588
2983078,register,1,0,373
2981387,search_user,19,23345,299
2980756,register,1,790,33
2980492,register,1,169,18
2979381,search_other,3,1721,78
2979561,register,1,0,20
2979321,search_user,3,8161,38
2979000,search_user,23,161775,1131
2978374,login,1,103,29
2977974,register,2,755,30
2977328,search_multi,4,11914,132
2976275,detail,4,16805,253
2974908,mypage_scout,5,6594,122
2975907,detail,5,13581,108
2975456,search_multi,13,18897,420
2974144,detail,18,64102,527
2973233,else,7,8921,260
2972800,detail,22,106472,2105
2973844,detail,6,18050,22727
2973466,search_multi,2,13832,77
2972190,detail,10,36580,878
2972550,entry,1,1345,10
2972326,search_user,10,60519,443
2969716,detail,6,19480,560
2967977,detail,21,65968,800
2968981,mypage_index,3,1232,51
2968833,mypage_index,2,928,83
2968533,detail,2,26320,66
2967858,search_user,12,97616,327
2967804,else,2,4156,101
2967613,search_user,3,15013,143
2966896,search_user,48,282235,1576
2966896,login,8,832,509
2967110,else,7,5200,147
2967075,detail,5,17456,1086
2966900,search_pref,4,22485,240
2967619,search_multi,5,36375,5777
2967058,search_user,20,116297,1631
2965295,search_multi,6,18888,541
2965194,detail,20,106816,3350
2965110,search_user,8,60470,367
2979543,detail,13,55509,3779
2974812,else,74,135903,220051
2994675,mypage_scout,118,95643,175629
2970956,search_multi,2,5196,3153
2980653,else,40,142539,866579
2967006,search_other,3,4170,73834
2998119,else,12,27261,1281
2997285,search_user,1,7390,45
2996940,search_user,18,119987,1301
2991543,else,42,65230,1388
2990841,detail,7,30121,1337
2988554,else,1,1508,28
2986977,detail,7,32662,2566
2983263,login,2,128,1952
2982784,detail,8,19109,185
2983345,search_user,3,17712,245
2983242,detail,5,16783,223
2979571,detail,15,29255,1632
2979181,search_user,19,101722,822
2980142,detail,5,34516,306
2979581,detail,5,12632,151
2977863,mypage_index,17,9474,573
2977553,detail,6,9473,1196
2977785,detail,2,2813,101
2977331,mypage_index,10,4920,380
2976518,mypage_index,3,1281,328
2975810,detail,6,16996,180
2975190,detail,14,76532,470
2974948,entry,1,1246,280
2974680,else,15,30494,627
2974611,entry,3,2604,197
2972349,else,1,914,21
2971880,register,2,605,94
2971721,search_user,2,588,41
2971691,search_user,1,2039,28
2970475,else,1,1288,18
2970039,register,2,790,45
2969756,search_user,1,152,40
2970952,search_other,3,4000,78
2969396,entry,2,2599,392
2969292,search_user,21,117708,1056
2968151,search_other,4,18918,5666
2967874,search_user,4,29237,90
2966786,register,2,631,83
2966668,detail,9,32128,413
2965848,detail,4,21534,289
2965850,mypage_index,2,0,32
2965721,detail,5,38421,404
2965469,mypage_scout,3,2699,491
2965445,login,3,381,168
2965422,search_user,13,67975,636
2965316,else,4,17808,16200
2982635,search_hello,15,27448,73832
2993458,search_hello,9,8473,2114617
3000877,detail,5,19301,8519
3000261,mypage_index,1,194,112
2999539,search_user,11,89445,1261
2998048,detail,10,33799,1454
2994298,else,2,10931,144
2991485,mypage_index,11,6781,336
2991551,search_other,1,9512,4
2990358,detail,3,19433,746
2990021,mypage_scout,8,1600,3205
2988118,search_multi,1,128,9
2987981,search_user,2,1608,44
2987235,detail,2,1042,155
2986373,detail,3,8262,73
2985583,search_user,11,51794,876
2985818,search_user,1,2281,64
2985069,else,28,46150,12284
2985294,detail,12,79348,1186
2984936,search_user,1,497,43
2983440,detail,2,10387,123
2983030,detail,2,16305,31
2981945,detail,12,63226,596
2981330,else,1,403,31
2986016,else,8,18800,141019
2980900,search_user,5,14282,183
2980128,detail,5,19070,68
2979570,search_user,2,0,82
2979170,search_other,1,893,526
2978349,search_other,1,430,73
2977232,else,10,12877,279
2977788,search_user,20,140232,596
2977770,register,3,446,33
2977652,mypage_index,1,1239,97
2976279,search_user,4,19200,401
2976167,register,2,679,149
2976161,search_user,8,33432,526
2975383,detail,15,98108,953
2975246,register,1,273,135
2975095,register,1,783,21
2988487,register,2,265,48
2974516,detail,12,33606,387
2974073,detail,12,92455,974
2973219,edit_resume,7,22824,109
2972993,search_user,7,10466,317
2972109,search_user,4,5256,186
2970885,search_user,17,43270,2192
2970999,search_multi,3,4937,92
2970901,mypage_index,2,3148,48
2970835,register,1,684,3
2970114,search_user,1,2213,11
2969542,search_user,7,40749,345
2969146,search_user,6,40178,78
2968184,mypage_scout,1,179,9
2967790,register,1,914,113
2969482,search_multi,11,78190,78036
2967537,detail,6,9164,137
2966337,search_user,11,74696,352
2965972,entry,3,4659,70
2965766,register,3,1011,202
2965205,detail,7,28179,337
2977906,mypage_scout,7,3900,14794
3001142,detail,6,30603,3426
2999119,detail,12,57725,2256
2997465,search_other,1,9142,232
2996146,search_other,2,3511,78
2995292,detail,18,86279,2088
2993609,detail,12,58288,8946
2994399,search_other,4,18609,645
2993606,search_user,1,1700,127
2992607,register,3,557,120
2989862,search_user,3,5526,126
2988626,detail,14,85996,1477
2988626,mypage_scout,15,13378,1624
2986977,search_other,1,733,149
2985294,mypage_index,2,1233,10
2984985,search_multi,1,7522,2587
2984350,detail,10,29557,3575
2983977,search_other,5,23810,3111
2982922,search_user,8,22339,456
2982775,mypage_index,2,174,87
2982203,search_user,5,26992,625
2982094,edit_hope,1,154,1656
2980944,search_user,30,57337,1732
2980747,register,1,160,186
2980671,search_multi,7,21902,9992
2979940,search_user,6,48032,160
2979585,else,18,89691,395
2978894,search_multi,1,258,68
2977008,search_other,6,22082,853
2976137,detail,11,67047,1411
2976886,mypage_index,2,912,66
2976845,search_other,2,15679,62
2975494,edit_hope,2,0,225
2976055,search_user,9,32260,5200
2974680,detail,48,371896,1419
2975171,search_multi,1,9958,9
2974807,search_other,5,3498,89
2974543,search_user,7,57002,187
2973935,edit_resume,1,2626,30
2973903,else,4,4838,73
2973756,else,3,4190,40
2973633,entry,3,3416,155
2972756,edit_hope,2,61,60
2972666,search_user,40,171884,1149
2973262,search_user,3,21566,127
2971712,search_user,5,7552,617
2970885,mypage_scout,6,5930,271
2970142,mypage_consider,13,9306,697
2970008,mypage_scout,2,1712,28
2970195,else,18,29478,2356
2970071,detail,2,16143,18
2969932,mypage_index,1,925,2
2969745,login,1,101,89
2969408,login,1,104,78
2969545,search_user,7,38189,102
2969043,detail,6,43478,158
2968433,detail,3,11472,81
2967942,search_other,1,600,152
2967859,search_multi,2,14911,69
2966389,mypage_index,20,29297,600
2967217,mypage_index,2,2560,38
2966069,else,9,9819,173
2966356,else,3,8499,338
2967977,search_other,2,5934,152
2965324,register,2,318,42
2965099,else,2,614,152
2965094,detail,2,4379,110
2999368,detail,17,60150,607
2995416,edit_scout,14,8986,306
2992839,detail,9,13300,1440
2992923,else,2,1287,4377
2993260,search_user,5,14998,143
2991543,detail,16,65246,1353
2990185,detail,5,18404,184
2987111,edit_resume,8,21091,585
2985859,mypage_index,3,1399,294
2985214,register,1,385,208
2984880,edit_resume,1,1802,53
2981566,mypage_index,5,755,150
2980709,detail,6,36206,734
2980681,search_user,3,20149,104
2980468,register,1,946,26
2980001,detail,2,1562,51
2979238,register,1,0,198
2979024,search_city,3,19391,151
2976986,search_user,13,69777,621
2975278,detail,8,50825,923
2976057,detail,6,17511,59
2975064,search_user,14,87246,761
2975001,search_multi,2,1730,71
2973822,detail,5,28318,139
2973233,detail,19,89846,1143
2974099,detail,11,44592,291
2971699,detail,13,94447,671
2971944,detail,2,3974,500
2969988,login,1,78,24
2968097,detail,9,64570,232
2968999,mypage_index,1,400,116
2968512,detail,2,10319,67
2968218,edit_resume,2,4802,29
2966449,detail,30,108458,2576
2967874,register,1,839,61
2966836,detail,11,31495,304
2967264,search_user,2,7723,142
2965814,search_user,3,5895,129
2988422,search_multi,7,67868,4885
2965026,detail,5,38461,317
2964916,detail,4,23375,201
3000389,search_hello,2,14496,39974
2977486,else,4,34770,33302
3001120,search_multi,1,272,19
3000223,detail,7,32201,1780
2996828,search_user,3,19915,392
2995760,mypage_index,1,333,36
2990896,else,4,4415,35
2991798,detail,7,35728,1210
2991783,entry,2,1993,24
2991392,else,11,13866,868
2991392,search_multi,4,21084,1163
2986979,mypage_index,5,416,361
2986971,login,1,44,12
2985593,entry,3,3898,66
2981842,register,4,1182,191
2981314,search_user,48,309181,3173
2981423,mypage_index,2,457,106
2981306,detail,1,4795,12
2981223,mypage_scout,6,4045,66
2980900,search_multi,4,19378,73
2980241,detail,10,56602,306
2977347,search_user,14,91275,416
2977076,detail,9,53065,531
2977111,search_user,3,7937,479
2976377,mypage_index,4,2287,201
2975899,mypage_scout,1,1335,12
2974925,mypage_scout,5,3337,154
2974834,edit_resume,2,4400,101
2972460,search_user,1,4226,1
2971545,search_user,2,10178,82
2971368,search_pref,1,0,8
2969937,detail,7,12532,348
2970275,mypage_index,2,1773,50
2970081,search_user,3,23538,134
2968995,search_user,3,1409,263
2968591,search_user,6,25607,63
2968460,search_other,1,9940,28
2966464,login,2,162,21
2972493,register,2,619,266
2965578,mypage_index,1,49,113
2965524,search_user,1,5876,227
2967950,register,2,480,22303
2976488,else,4,7758,76244
3000526,search_other,7,6783,3892
2997295,detail,8,37975,979
2998737,register,3,940,60
2995416,mypage_index,1,331,103
2989742,edit_hope,1,1900,8
2988706,entry,7,5081,124
